Name;GroupName;DoctorName;Symptom1;Symptom2;Symptom3;Symptom4;Symptom5;Symptom6;Symptom7;Symptom8;Symptom9;Symptom10;Symptom11;Symptom12;Symptom13;Symptom14;Symptom15;Symptom16;Symptom17;Unnamed: 20
экзема;кожное;дерматолог;болезненность при касании к сыпи;смелкая сыпь;головная боль;сонливость;мышечные судороги;повышенная температура;отечность;;;;;;;;;;;
экзема;кожное;дерматолог;смелкая сыпь;головная боль;сонливость;мышечные судороги;повышенная температура;отечность;зуд;;;;;;;;;;;
экзема;кожное;дерматолог;уплотнение и покраснение кожи на отдельных участках тела;болезненность при касании к сыпи;смелкая сыпь;головная боль;сонливость;мышечные судороги;повышенная температура;отечность;;;;;;;;;;
экзема;кожное;дерматолог;болезненность при касании к сыпи;смелкая сыпь;головная боль;сонливость;мышечные судороги;повышенная температура;отечность;зуд;;;;;;;;;;
экзема;кожное;дерматолог;уплотнение и покраснение кожи на отдельных участках тела;болезненность при касании к сыпи;смелкая сыпь;головная боль;сонливость;мышечные судороги;повышенная температура;отечность;зуд;;;;;;;;;
псориаз;кожное;дерматолог;выпуклые пятна с белыми чешуйками;зуд на местах высыпаний;;;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;зуд на местах высыпаний;сухость;;;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;сухость;шелушение;;;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;шелушение;трещины или волдыри;;;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;трещины или волдыри;деформированная ногтевая пластина;;;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;деформированная ногтевая пластина;кровотечения из трещин на бляшках;;;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;кровотечения из трещин на бляшках;боль в суставах;;;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;выпуклые пятна с белыми чешуйками;зуд на местах высыпаний;сухость;;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;зуд на местах высыпаний;сухость;шелушение;;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;сухость;шелушение;трещины или волдыри;;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;шелушение;трещины или волдыри;деформированная ногтевая пластина;;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;трещины или волдыри;деформированная ногтевая пластина;кровотечения из трещин на бляшках;;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;деформированная ногтевая пластина;кровотечения из трещин на бляшках;боль в суставах;;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;выпуклые пятна с белыми чешуйками;зуд на местах высыпаний;сухость;шелушение;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;зуд на местах высыпаний;сухость;шелушение;трещины или волдыри;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;сухость;шелушение;трещины или волдыри;деформированная ногтевая пластина;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;шелушение;трещины или волдыри;деформированная ногтевая пластина;кровотечения из трещин на бляшках;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;трещины или волдыри;деформированная ногтевая пластина;кровотечения из трещин на бляшках;боль в суставах;;;;;;;;;;;;;;
псориаз;кожное;дерматолог;выпуклые пятна с белыми чешуйками;зуд на местах высыпаний;сухость;шелушение;трещины или волдыри;;;;;;;;;;;;;
псориаз;кожное;дерматолог;зуд на местах высыпаний;сухость;шелушение;трещины или волдыри;деформированная ногтевая пластина;;;;;;;;;;;;;
псориаз;кожное;дерматолог;сухость;шелушение;трещины или волдыри;деформированная ногтевая пластина;кровотечения из трещин на бляшках;;;;;;;;;;;;;
псориаз;кожное;дерматолог;шелушение;трещины или волдыри;деформированная ногтевая пластина;кровотечения из трещин на бляшках;боль в суставах;;;;;;;;;;;;;
псориаз;кожное;дерматолог;выпуклые пятна с белыми чешуйками;зуд на местах высыпаний;сухость;шелушение;трещины или волдыри;деформированная ногтевая пластина;;;;;;;;;;;;
псориаз;кожное;дерматолог;зуд на местах высыпаний;сухость;шелушение;трещины или волдыри;деформированная ногтевая пластина;кровотечения из трещин на бляшках;;;;;;;;;;;;
псориаз;кожное;дерматолог;сухость;шелушение;трещины или волдыри;деформированная ногтевая пластина;кровотечения из трещин на бляшках;боль в суставах;;;;;;;;;;;;
псориаз;кожное;дерматолог;выпуклые пятна с белыми чешуйками;зуд на местах высыпаний;сухость;шелушение;трещины или волдыри;деформированная ногтевая пластина;кровотечения из трещин на бляшках;;;;;;;;;;;
псориаз;кожное;дерматолог;зуд на местах высыпаний;сухость;шелушение;трещины или волдыри;деформированная ногтевая пластина;кровотечения из трещин на бляшках;боль в суставах;;;;;;;;;;;
псориаз;кожное;дерматолог;выпуклые пятна с белыми чешуйками;зуд на местах высыпаний;сухость;шелушение;трещины или волдыри;деформированная ногтевая пластина;кровотечения из трещин на бляшках;боль в суставах;;;;;;;;;;
стенокардия;сердечно-сосудистое;кардиолог;боль за грудиной;жжении в груди;;;;;;;;;;;;;;;;
стенокардия;сердечно-сосудистое;кардиолог;жжении в груди;боль, которая может отдавать в правую или левую руку, шею, нижнюю челюсть;;;;;;;;;;;;;;;;
стенокардия;сердечно-сосудистое;кардиолог;боль, которая может отдавать в правую или левую руку, шею, нижнюю челюсть;нехватка воздуха;;;;;;;;;;;;;;;;
стенокардия;сердечно-сосудистое;кардиолог;нехватка воздуха;одышка;;;;;;;;;;;;;;;;
стенокардия;сердечно-сосудистое;кардиолог;боль за грудиной;жжении в груди;боль, которая может отдавать в правую или левую руку, шею, нижнюю челюсть;;;;;;;;;;;;;;;
стенокардия;сердечно-сосудистое;кардиолог;жжении в груди;боль, которая может отдавать в правую или левую руку, шею, нижнюю челюсть;нехватка воздуха;;;;;;;;;;;;;;;
стенокардия;сердечно-сосудистое;кардиолог;боль, которая может отдавать в правую или левую руку, шею, нижнюю челюсть;нехватка воздуха;одышка;;;;;;;;;;;;;;;
стенокардия;сердечно-сосудистое;кардиолог;боль за грудиной;жжении в груди;боль, которая может отдавать в правую или левую руку, шею, нижнюю челюсть;нехватка воздуха;;;;;;;;;;;;;;
стенокардия;сердечно-сосудистое;кардиолог;жжении в груди;боль, которая может отдавать в правую или левую руку, шею, нижнюю челюсть;нехватка воздуха;одышка;;;;;;;;;;;;;;
стенокардия;сердечно-сосудистое;кардиолог;боль за грудиной;жжении в груди;боль, которая может отдавать в правую или левую руку, шею, нижнюю челюсть;нехватка воздуха;одышка;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;одышка;периодический сухой кашель;;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;периодический сухой кашель;отеки ног;;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;отеки ног;учащение мочеиспускания в ночные часы;;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;учащение мочеиспускания в ночные часы;усталость;;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;усталость;слабость;;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;слабость;тошнота;;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;тошнота;боль в груди;;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;боль в груди;аритмия;;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;аритмия;тихикардия или брадикардия;;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;тихикардия или брадикардия;холодный пот;;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;холодный пот;бледнеет кожа;;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;бледнеет кожа;губы синеют;;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;одышка;периодический сухой кашель;отеки ног;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;отеки ног;учащение мочеиспускания в ночные часы;усталость;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;учащение мочеиспускания в ночные часы;усталость;слабость;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;усталость;слабость;тошнота;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;слабость;тошнота;боль в груди;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;тошнота;боль в груди;аритмия;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;боль в груди;аритмия;тихикардия или брадикардия;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;аритмия;тихикардия или брадикардия;холодный пот;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;тихикардия или брадикардия;холодный пот;бледнеет кожа;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;холодный пот;бледнеет кожа;губы синеют;;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;одышка;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;усталость;слабость;тошнота;боль в груди;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;слабость;тошнота;боль в груди;аритмия;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;тошнота;боль в груди;аритмия;тихикардия или брадикардия;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;тихикардия или брадикардия;холодный пот;бледнеет кожа;губы синеют;;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;одышка;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;усталость;слабость;тошнота;боль в груди;аритмия;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;губы синеют;;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;одышка;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;губы синеют;;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;одышка;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;губы синеют;;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;одышка;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;губы синеют;;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;одышка;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;губы синеют;;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;одышка;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;губы синеют;;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;одышка;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;губы синеют;;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;одышка;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;губы синеют;;;;;;
сердечная недостаточность;сердечно-сосудистое;кардиолог;одышка;периодический сухой кашель;отеки ног;учащение мочеиспускания в ночные часы;усталость;слабость;тошнота;боль в груди;аритмия;тихикардия или брадикардия;холодный пот;бледнеет кожа;губы синеют;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;повышенное слюноотделение;тошнота;;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;тошнота;горечь в ротовой полости;;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;горечь в ротовой полости;неприятные ощущения при глотании пищи;;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;появление неприятного запаха изо рта;ощущение комка в горле;;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;ощущение комка в горле;хронический кашель;;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;хронический кашель;охриплость голоса;;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;охриплость голоса;проблемы со сном;;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;проблемы со сном;плохой аппетит;;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;повышенное слюноотделение;тошнота;горечь в ротовой полости;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;тошнота;горечь в ротовой полости;неприятные ощущения при глотании пищи;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;ощущение комка в горле;хронический кашель;охриплость голоса;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;хронический кашель;охриплость голоса;проблемы со сном;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;охриплость голоса;проблемы со сном;плохой аппетит;;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;повышенное слюноотделение;тошнота;горечь в ротовой полости;неприятные ощущения при глотании пищи;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;тошнота;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;охриплость голоса;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;ощущение комка в горле;хронический кашель;охриплость голоса;проблемы со сном;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;хронический кашель;охриплость голоса;проблемы со сном;плохой аппетит;;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;повышенное слюноотделение;тошнота;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;тошнота;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;охриплость голоса;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;охриплость голоса;проблемы со сном;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;ощущение комка в горле;хронический кашель;охриплость голоса;проблемы со сном;плохой аппетит;;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;повышенное слюноотделение;тошнота;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;тошнота;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;охриплость голоса;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;охриплость голоса;проблемы со сном;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;охриплость голоса;проблемы со сном;плохой аппетит;;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;повышенное слюноотделение;тошнота;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;тошнота;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;охриплость голоса;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;охриплость голоса;проблемы со сном;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;охриплость голоса;проблемы со сном;плохой аппетит;;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;повышенное слюноотделение;тошнота;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;охриплость голоса;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;тошнота;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;охриплость голоса;проблемы со сном;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;охриплость голоса;проблемы со сном;плохой аппетит;;;;;;;;;;
изжога;гастроэнтерологическое;гастроэнтеролог;повышенное слюноотделение;тошнота;горечь в ротовой полости;неприятные ощущения при глотании пищи;появление неприятного запаха изо рта;ощущение комка в горле;хронический кашель;охриплость голоса;проблемы со сном;;;;;;;;;
